text,label,text_label
"@Override public Integer onCompleted(Response response) throws Exception {
  ip.setCheckRT(System.currentTimeMillis() - startTime);
  int httpCode=response.getStatusCode();
  if (HttpURLConnection.HTTP_OK == httpCode) {
    healthCheckCommon.checkOK(ip,task,""http:"" + httpCode);
    healthCheckCommon.reEvaluateCheckRT(System.currentTimeMillis() - startTime,task,switchDomain.getHttpHealthParams());
  }
 else   if (HttpURLConnection.HTTP_UNAVAILABLE == httpCode || HttpURLConnection.HTTP_MOVED_TEMP == httpCode) {
    healthCheckCommon.checkFail(ip,task,""http:"" + httpCode);
    healthCheckCommon.reEvaluateCheckRT(task.getCheckRTNormalized() * 2,task,switchDomain.getHttpHealthParams());
  }
 else {
    healthCheckCommon.checkFailNow(ip,task,""http:"" + httpCode);
    healthCheckCommon.reEvaluateCheckRT(switchDomain.getHttpHealthParams().getMax(),task,switchDomain.getHttpHealthParams());
  }
  return httpCode;
}",1,Code Smell
"static void checkSourceAndAlia(List<Froms> list){
  for (  Froms froms : list) {
    final String source=froms.getSource();
    if (SqliStringUtil.isNotNull(source) && !Parser.contains(source)) {
      String tip="""";
      if (froms.getJoin().getJoin() != null) {
        tip+=froms.getJoin().getJoin().replace(""_"","" "");
      }
 else {
        tip+=SqlScript.FROM;
      }
      throw new ParsingException(tip + SqlScript.SPACE + source);
    }
    String alia=froms.getAlia();
    if (source != null && alia != null && !alia.equals(source) && Parser.contains(alia)) {
      throw new NotSupportedException(""not support table alia = firstLetterLower(parsedEntityName), name+alia: "" + source + "" ""+ alia);
    }
  }
}
",0,Clean Code
"private void highlightCaptionLink(URLSpan link){
  try {
    if (link != null && captionLayout != null && captionLayout.getText() instanceof Spanned) {
      if (link == highlightPathSpan) {
        return;
      }
      highlightPathSpan=link;
      Spanned caption=(Spanned)captionLayout.getText();
      int start=caption.getSpanStart(highlightPathSpan);
      int end=caption.getSpanEnd(highlightPathSpan);
      if (highlightPath != null) {
        highlightPath.rewind();
      }
 else {
        highlightPath=new LinkPath(true);
      }
      highlightPath.setCurrentLayout(captionLayout,start,0);
      captionLayout.getSelectionPath(start,end,highlightPath);
      highlightPathStart=System.currentTimeMillis();
      invalidate();
    }
  }
 catch (  Exception e) {
    FileLog.e(e);
  }
}",0,Clean Code
"/** 
 * Deletes messages by its identifiers.
 * @param ids array of identifiers of messages to delete.
 */
public void deleteByIds(String[] ids){
  boolean result=false;
  for (  String id : ids) {
    int index=getMessagePositionById(id);
    if (index >= 0) {
      items.remove(index);
      notifyItemRemoved(index);
      result=true;
    }
  }
  if (result) {
    recountDateHeaders();
  }
}",0,Clean Code
"private void activateExtractor(){
  if (invVersionTracker.stillWaiting(invManipulation))   return;
  BlockState blockState=getBlockState();
  Direction facing=AbstractFunnelBlock.getFunnelFacing(blockState);
  if (facing == null)   return;
  boolean trackingEntityPresent=true;
  AABB area=getEntityOverflowScanningArea();
  if (lastObserved == null) {
    trackingEntityPresent=false;
  }
 else {
    ItemEntity lastEntity=lastObserved.get();
    if (lastEntity == null || !lastEntity.isAlive() || !lastEntity.getBoundingBox().intersects(area)) {
      trackingEntityPresent=false;
      lastObserved=null;
    }
  }
  if (trackingEntityPresent)   return;
  int amountToExtract=getAmountToExtract();
  ExtractionCountMode mode=getModeToExtract();
  ItemStack stack=invManipulation.simulate().extract(mode,amountToExtract);
  if (stack.isEmpty()) {
    invVersionTracker.awaitNewVersion(invManipulation);
    return;
  }
  for (  ItemEntity itemEntity : level.getEntitiesOfClass(ItemEntity.class,area)) {
    lastObserved=new WeakReference<>(itemEntity);
    return;
  }
  stack=invManipulation.extract(mode,amountToExtract);
  if (stack.isEmpty())   return;
  flap(false);
  onTransfer(stack);
  Vec3 outputPos=VecHelper.getCenterOf(worldPosition);
  boolean vertical=facing.getAxis().isVertical();
  boolean up=facing == Direction.UP;
  outputPos=outputPos.add(Vec3.atLowerCornerOf(facing.getNormal()).scale(vertical ? up ? .15f : .5f : .25f));
  if (!vertical)   outputPos=outputPos.subtract(0,.45f,0);
  Vec3 motion=Vec3.ZERO;
  if (up)   motion=new Vec3(0,4 / 16f,0);
  ItemEntity item=new ItemEntity(level,outputPos.x,outputPos.y,outputPos.z,stack.copy());
  item.setDefaultPickUpDelay();
  item.setDeltaMovement(motion);
  level.addFreshEntity(item);
  lastObserved=new WeakReference<>(item);
  startCooldown();
}",1,Code Smell
"public void hapticAndAudioFeedback(final int code,final int repeatCount){
  final MainKeyboardView keyboardView=mKeyboardSwitcher.getMainKeyboardView();
  if (keyboardView != null && keyboardView.isInDraggingFinger()) {
    return;
  }
  if (repeatCount > 0) {
    if (code == KeyCode.DELETE && !mInputLogic.mConnection.canDeleteCharacters()) {
      return;
    }
    if (repeatCount % PERIOD_FOR_AUDIO_AND_HAPTIC_FEEDBACK_IN_KEY_REPEAT == 0) {
      return;
    }
  }
  final AudioAndHapticFeedbackManager feedbackManager=AudioAndHapticFeedbackManager.getInstance();
  if (repeatCount == 0) {
    feedbackManager.performHapticFeedback(keyboardView);
  }
  feedbackManager.performAudioFeedback(code);
}",0,Clean Code
"@EventHandler private void onSendPacket(PacketEvent.Send event){
  if (mc.player.getAbilities().creativeMode || !(event.packet instanceof PlayerMoveC2SPacket) || mode.get() != Mode.Packet || ((IPlayerMoveC2SPacket)event.packet).getTag() == 1337)   return;
  if (!Modules.get().isActive(Flight.class)) {
    if (mc.player.isFallFlying())     return;
    if (mc.player.getVelocity().y > -0.5)     return;
    ((PlayerMoveC2SPacketAccessor)event.packet).setOnGround(true);
  }
 else {
    ((PlayerMoveC2SPacketAccessor)event.packet).setOnGround(true);
  }
}",0,Clean Code
"private byte[] getTSAResponse(byte[] request) throws IOException {
  LOG.debug(""Opening connection to TSA server"");
  URLConnection connection=url.openConnection();
  connection.setDoOutput(true);
  connection.setDoInput(true);
  connection.setRequestProperty(""Content-Type"",""application/timestamp-query"");
  LOG.debug(""Established connection to TSA server"");
  if (username != null && password != null && !username.isEmpty() && !password.isEmpty()) {
    String contentEncoding=connection.getContentEncoding();
    if (contentEncoding == null) {
      contentEncoding=StandardCharsets.UTF_8.name();
    }
    connection.setRequestProperty(""Authorization"",""Basic "" + new String(Base64.getEncoder().encode((username + "":"" + password).getBytes(contentEncoding))));
  }
  try (OutputStream output=connection.getOutputStream()){
    output.write(request);
  }
 catch (  IOException ex) {
    LOG.error(""Exception when writing to {}"",this.url,ex);
    throw ex;
  }
  LOG.debug(""Waiting for response from TSA server"");
  byte[] response;
  try (InputStream input=connection.getInputStream()){
    response=input.readAllBytes();
  }
 catch (  IOException ex) {
    LOG.error(""Exception when reading from {}"",this.url,ex);
    throw ex;
  }
  LOG.debug(""Received response from TSA server"");
  return response;
}",0,Clean Code
"@Override public int read(byte[] buffer,int offset,int readLength) throws UdpDataSourceException {
  if (readLength == 0) {
    return 0;
  }
  if (packetRemaining == 0) {
    try {
      socket.receive(packet);
    }
 catch (    IOException e) {
      throw new UdpDataSourceException(e);
    }
    packetRemaining=packet.getLength();
    bytesTransferred(packetRemaining);
  }
  int packetOffset=packet.getLength() - packetRemaining;
  int bytesToRead=Math.min(packetRemaining,readLength);
  System.arraycopy(packetBuffer,packetOffset,buffer,offset,bytesToRead);
  packetRemaining-=bytesToRead;
  return bytesToRead;
}",0,Clean Code
"/** 
 * check判断
 * @param method
 * @return
 */
public static boolean checkStep(OperationMethod method,AbstractNodeTree node,OperationService service){
  if (method == null || (method.getActionEnum() != PerformActionEnum.CHECK && method.getActionEnum() != PerformActionEnum.CHECK_NODE)) {
    return false;
  }
  String argument=method.getParam(CHECK_PARAM);
  if (StringUtil.isEmpty(argument)) {
    return false;
  }
  try {
    Boolean result=checkArgument(argument,method,node,service);
    if (result == null) {
      return false;
    }
    return result;
  }
 catch (  NumberFormatException e) {
    LogUtil.e(TAG,""解析check出现异常： "" + e.getMessage(),e);
    return false;
  }
}
",1,Code Smell
"private int getUrlLength(String text,int i){
  boolean startUrl=false;
  if (text.charAt(i) == 'h') {
    if (text.length() > i + 6 && text.substring(i,i + 7).equals(""http://"")) {
      startUrl=true;
    }
 else     if (text.length() > i + 7 && text.substring(i,i + 8).equals(""https://"")) {
      startUrl=true;
    }
  }
  if (startUrl) {
    for (int j=i + 1; j < text.length(); j++) {
      char ch=text.charAt(j);
      if (ch == ' ' || ch == '\n' || ch == '\r' || ch == '\t') {
        return j - i;
      }
    }
    return text.length() - i - 1;
  }
  return 0;
}",1,Code Smell
"/** 
 * {@inheritDoc} 
 */
@Override public boolean isCompatible(DalvInsn insn){
  RegisterSpecList regs=insn.getRegisters();
  if (!((insn instanceof CstInsn) && (regs.size() == 1) && unsignedFitsInByte(regs.get(0).getReg()))) {
    return false;
  }
  CstInsn ci=(CstInsn)insn;
  Constant cst=ci.getConstant();
  if (!(cst instanceof CstLiteralBits)) {
    return false;
  }
  CstLiteralBits cb=(CstLiteralBits)cst;
  return cb.fitsInInt() && signedFitsInShort(cb.getIntBits());
}",1,Code Smell
"public List<FlinkConnectorDTO> listConnector(Boolean isSource,Boolean isSink,String type) throws Exception {
  String connectorUrl=String.format(""%s/sql/v1beta1/namespaces/default/connectors"",applicationProperties.getFlinkVvpEndpoint());
  HttpResponse<String> response=Requests.get(connectorUrl,null,null);
  JSONObject connectors=JSONObject.parseObject(response.body());
  Stream<JSONObject> connectorList=connectors.getJSONArray(""connectors"").stream().filter(obj -> obj instanceof JSONObject).map(obj -> (JSONObject)obj);
  if (isSource != null) {
    connectorList=connectorList.filter(item -> isSource && item.containsKey(""source"") && item.getBoolean(""source""));
  }
  if (isSink != null) {
    connectorList=connectorList.filter(item -> isSink && item.containsKey(""sink"") && item.getBoolean(""sink""));
  }
  if (type != null) {
    connectorList=connectorList.filter(item -> StringUtils.equals(type,item.getString(""type"")));
  }
  return connectorList.map(FlinkConnectorDTO::new).collect(Collectors.toList());
}",0,Clean Code
