text,label,text_label
"public class AWSCredential {
  private String accessKey;
  private String secretKey;
  public String getAccessKey(){
    return accessKey;
  }
  public void setAccessKey(  String accessKey){
    this.accessKey=accessKey;
  }
  public String getSecretKey(){
    return secretKey;
  }
  public void setSecretKey(  String secretKey){
    this.secretKey=secretKey;
  }
}
",1,Code Smell
"public class RandomLookAroundGoal extends GoalSelector {
  private static final Random RANDOM=new Random();
  private final int chancePerTick;
  private final Supplier<Integer> minimalLookTimeSupplier;
  private final Function<EntityCreature,Vec> randomDirectionFunction;
  private Vec lookDirection;
  private int lookTime=0;
  public RandomLookAroundGoal(  EntityCreature entityCreature,  int chancePerTick){
    this(entityCreature,chancePerTick,() -> 20 + RANDOM.nextInt(20),(creature) -> {
      final double n=Math.PI * 2 * RANDOM.nextDouble();
      return new Vec((float)Math.cos(n),0,(float)Math.sin(n));
    }
);
  }
  /** 
 * @param entityCreature          Creature that should randomly look around.
 * @param chancePerTick           The chance (per tick) that the entity looks around. Setting this to N would mean there is a 1 in N chance.
 * @param minimalLookTimeSupplier A supplier that returns the minimal amount of time an entity looks in a direction.
 * @param randomDirectionFunction A function that returns a random vector that the entity will look in/at.
 */
  public RandomLookAroundGoal(  EntityCreature entityCreature,  int chancePerTick,  @NotNull Supplier<Integer> minimalLookTimeSupplier,  @NotNull Function<EntityCreature,Vec> randomDirectionFunction){
    super(entityCreature);
    this.chancePerTick=chancePerTick;
    this.minimalLookTimeSupplier=minimalLookTimeSupplier;
    this.randomDirectionFunction=randomDirectionFunction;
  }
  @Override public boolean shouldStart(){
    if (RANDOM.nextInt(chancePerTick) != 0) {
      return false;
    }
    return entityCreature.getNavigator().getPathPosition() == null;
  }
  @Override public void start(){
    lookTime=minimalLookTimeSupplier.get();
    lookDirection=randomDirectionFunction.apply(entityCreature);
  }
  @Override public void tick(  long time){
    --lookTime;
    entityCreature.refreshPosition(entityCreature.getPosition().withDirection(lookDirection));
  }
  @Override public boolean shouldEnd(){
    return this.lookTime < 0;
  }
  @Override public void end(){
  }
}
",0,Clean Code
"public class FlowExecutorExtension implements AfterEachCallback, ParameterResolver {
  private static final ExtensionContext.Namespace NAMESPACE=ExtensionContext.Namespace.create(KestraTestExtension.class);
  private ApplicationContext context;
  @Override public boolean supportsParameter(  ParameterContext parameterContext,  ExtensionContext extensionContext) throws ParameterResolutionException {
    return parameterContext.getParameter().getType() == Execution.class;
  }
  @SneakyThrows @Override public Object resolveParameter(  ParameterContext parameterContext,  ExtensionContext extensionContext) throws ParameterResolutionException {
    if (context == null) {
      context=extensionContext.getRoot().getStore(NAMESPACE).get(ApplicationContext.class,ApplicationContext.class);
      if (context == null) {
        throw new IllegalStateException(""No application context, to use '@LoadFlows' annotation, you need to add '@KestraTest'"");
      }
    }
    ExecuteFlow executeFlow=getExecuteFlow(extensionContext);
    String path=executeFlow.value();
    URL url=getClass().getClassLoader().getResource(path);
    if (url == null) {
      throw new IllegalArgumentException(""Unable to load flow: "" + path);
    }
    LocalFlowRepositoryLoader repositoryLoader=context.getBean(LocalFlowRepositoryLoader.class);
    TestsUtils.loads(repositoryLoader,Objects.requireNonNull(url));
    YamlParser yamlParser=context.getBean(YamlParser.class);
    Flow flow=yamlParser.parse(Paths.get(url.toURI()).toFile(),Flow.class);
    RunnerUtils runnerUtils=context.getBean(RunnerUtils.class);
    return runnerUtils.runOne(null,flow.getNamespace(),flow.getId(),Duration.parse(executeFlow.timeout()));
  }
  @Override public void afterEach(  ExtensionContext extensionContext) throws URISyntaxException {
    ExecuteFlow executeFlow=getExecuteFlow(extensionContext);
    FlowRepositoryInterface flowRepository=context.getBean(FlowRepositoryInterface.class);
    YamlParser yamlParser=context.getBean(YamlParser.class);
    String path=executeFlow.value();
    URL resource=loadFile(path);
    Flow loadedFlow=yamlParser.parse(Paths.get(resource.toURI()).toFile(),Flow.class);
    flowRepository.findAllForAllTenants().stream().filter(flow -> Objects.equals(flow.getId(),loadedFlow.getId())).forEach(flow -> flowRepository.delete(FlowWithSource.of(flow,""unused"")));
  }
  private static ExecuteFlow getExecuteFlow(  ExtensionContext extensionContext){
    ExecuteFlow executeFlow=extensionContext.getTestMethod().orElseThrow().getAnnotation(ExecuteFlow.class);
    return executeFlow;
  }
}
",0,Clean Code
"/** 
 * Parser for lists of methods in a class file.
 */
final class MethodListParser extends MemberListParser {
  /** 
 * {@code non-null;} list in progress 
 */
  final private StdMethodList methods;
  /** 
 * Constructs an instance.
 * @param cf {@code non-null;} the class file to parse from
 * @param definer {@code non-null;} class being defined
 * @param offset offset in {@code bytes} to the start of the list
 * @param attributeFactory {@code non-null;} attribute factory to use
 */
  public MethodListParser(  DirectClassFile cf,  CstType definer,  int offset,  AttributeFactory attributeFactory){
    super(cf,definer,offset,attributeFactory);
    methods=new StdMethodList(getCount());
  }
  /** 
 * Gets the parsed list.
 * @return {@code non-null;} the parsed list
 */
  public StdMethodList getList(){
    parseIfNecessary();
    return methods;
  }
  /** 
 * {@inheritDoc} 
 */
  @Override protected String humanName(){
    return ""method"";
  }
  /** 
 * {@inheritDoc} 
 */
  @Override protected String humanAccessFlags(  int accessFlags){
    return AccessFlags.methodString(accessFlags);
  }
  /** 
 * {@inheritDoc} 
 */
  @Override protected int getAttributeContext(){
    return AttributeFactory.CTX_METHOD;
  }
  /** 
 * {@inheritDoc} 
 */
  @Override protected Member set(  int n,  int accessFlags,  CstNat nat,  AttributeList attributes){
    StdMethod meth=new StdMethod(getDefiner(),accessFlags,nat,attributes);
    methods.set(n,meth);
    return meth;
  }
}
",0,Clean Code
"/** 
 * 鍥炴斁璇锋眰
 * @author QingtaiJiang
 * @date 2023/4/28 10:37
 * @email qingtaij@163.com
 */
@MsgId(id=""9201"") public class J9201 extends Rs {
  private String ip;
  private int tcpPort;
  private int udpPort;
  private int channel;
  private int type;
  private int rate;
  private int storageType;
  private int playbackType;
  private int playbackSpeed;
  private String startTime;
  private String endTime;
  @Override public ByteBuf encode(){
    ByteBuf buffer=Unpooled.buffer();
    buffer.writeByte(ip.getBytes().length);
    buffer.writeCharSequence(ip,CharsetUtil.UTF_8);
    buffer.writeShort(tcpPort);
    buffer.writeShort(udpPort);
    buffer.writeByte(channel);
    buffer.writeByte(type);
    buffer.writeByte(rate);
    buffer.writeByte(storageType);
    buffer.writeByte(playbackType);
    buffer.writeByte(playbackSpeed);
    buffer.writeBytes(ByteBufUtil.decodeHexDump(startTime));
    buffer.writeBytes(ByteBufUtil.decodeHexDump(endTime));
    return buffer;
  }
  public String getIp(){
    return ip;
  }
  public void setIp(  String ip){
    this.ip=ip;
  }
  public int getTcpPort(){
    return tcpPort;
  }
  public void setTcpPort(  int tcpPort){
    this.tcpPort=tcpPort;
  }
  public int getUdpPort(){
    return udpPort;
  }
  public void setUdpPort(  int udpPort){
    this.udpPort=udpPort;
  }
  public int getChannel(){
    return channel;
  }
  public void setChannel(  int channel){
    this.channel=channel;
  }
  public int getType(){
    return type;
  }
  public void setType(  int type){
    this.type=type;
  }
  public int getRate(){
    return rate;
  }
  public void setRate(  int rate){
    this.rate=rate;
  }
  public int getStorageType(){
    return storageType;
  }
  public void setStorageType(  int storageType){
    this.storageType=storageType;
  }
  public int getPlaybackType(){
    return playbackType;
  }
  public void setPlaybackType(  int playbackType){
    this.playbackType=playbackType;
  }
  public int getPlaybackSpeed(){
    return playbackSpeed;
  }
  public void setPlaybackSpeed(  int playbackSpeed){
    this.playbackSpeed=playbackSpeed;
  }
  public String getStartTime(){
    return startTime;
  }
  public void setStartTime(  String startTime){
    this.startTime=startTime;
  }
  public String getEndTime(){
    return endTime;
  }
  public void setEndTime(  String endTime){
    this.endTime=endTime;
  }
  @Override public String toString(){
    return ""J9201{"" + ""ip='"" + ip + '\''+ "", tcpPort=""+ tcpPort+ "", udpPort=""+ udpPort+ "", channel=""+ channel+ "", type=""+ type+ "", rate=""+ rate+ "", storageType=""+ storageType+ "", playbackType=""+ playbackType+ "", playbackSpeed=""+ playbackSpeed+ "", startTime='""+ startTime+ '\''+ "", endTime='""+ endTime+ '\''+ '}';
  }
}",1,Code Smell
"/** 
 * 随机字符串验证码
 * @author L.cm
 */
public class RandomCaptchaDraw implements CaptchaDraw {
  /** 
 * 默认的验证码数量，由于字体大小定死，后期再扩展自动一数量
 */
  private static final int CODE_SIZE=4;
  /** 
 * 验证码随机字符数组
 */
  private static final char[] CHAR_ARRAY=""3456789ABCDEFGHJKMNPQRSTUVWXY"".toCharArray();
  private final int codeSize;
  public RandomCaptchaDraw(){
    this(CODE_SIZE);
  }
  public RandomCaptchaDraw(  int codeSize){
    this.codeSize=codeSize;
  }
  @Override public String draw(  Graphics2D g,  int width,  int height,  Font[] fonts,  Random random){
    String code=generateCode(random,codeSize);
    char[] buffer=code.toCharArray();
    for (int i=0; i < buffer.length; i++) {
      int degree=random.nextInt(25);
      if (i % 2 == 0) {
        degree=-degree;
      }
      int x=27 * i;
      int y=28;
      double radians=Math.toRadians(degree);
      g.rotate(radians,x,y);
      g.setColor(CaptchaUtil.randColor(random,20,130));
      Font fontTemp=fonts[random.nextInt(fonts.length)];
      Font font=fontTemp.deriveFont(Font.BOLD,(width - 10F) / codeSize * 1.2F);
      g.setFont(font);
      char xcode=buffer[i];
      g.drawString(String.valueOf(xcode),x + 8,y + 10);
      g.rotate(-radians,x,y);
    }
    return code;
  }
  /** 
 * 生成验证码字符串
 * @param random Random
 * @return 验证码字符串
 */
  private static String generateCode(  Random random,  int size){
    char[] buffer=new char[size];
    for (int i=0; i < size; i++) {
      buffer[i]=CHAR_ARRAY[random.nextInt(CHAR_ARRAY.length)];
    }
    return new String(buffer);
  }
  @Override public boolean validate(  String code,  String userInputCaptcha){
    if (StringUtil.isBlank(userInputCaptcha)) {
      return false;
    }
    return ObjectUtils.nullSafeEquals(code,userInputCaptcha.toUpperCase());
  }
}
",0,Clean Code
"public class IllustHeader extends ViewHolder<RecyRecmdHeaderBinding> {
  private String type="""";
  public IllustHeader(  RecyRecmdHeaderBinding bindView,  String type){
    super(bindView);
    this.type=type;
  }
  public void show(  Context context,  List<IllustsBean> illustsBeans){
    baseBind.topRela.setVisibility(View.VISIBLE);
    Animation animation=new AlphaAnimation(0.0f,1.0f);
    animation.setDuration(800L);
    baseBind.topRela.startAnimation(animation);
    RAdapter adapter=new RAdapter(illustsBeans,context);
    adapter.setOnItemClickListener((v,position,viewType) -> {
      final PageData pageData=new PageData(illustsBeans);
      Container.get().addPageToMap(pageData);
      Intent intent=new Intent(context,VActivity.class);
      intent.putExtra(Params.POSITION,position);
      intent.putExtra(Params.PAGE_UUID,pageData.getUUID());
      context.startActivity(intent);
    }
);
    baseBind.ranking.setAdapter(adapter);
  }
  public void initView(  Context context){
    baseBind.topRela.setVisibility(View.GONE);
    baseBind.seeMore.setOnClickListener(v -> {
      Intent intent=new Intent(context,RankActivity.class);
      intent.putExtra(""dataType"",type);
      context.startActivity(intent);
    }
);
    baseBind.ranking.addItemDecoration(new LinearItemHorizontalDecoration(DensityUtil.dp2px(8.0f)));
    LinearLayoutManager manager=new LinearLayoutManager(context,LinearLayoutManager.HORIZONTAL,false);
    baseBind.ranking.setLayoutManager(manager);
    baseBind.ranking.setHasFixedSize(true);
  }
}
",0,Clean Code
"public static class Assignment_stmt_single_itemContext extends ParserRuleContext {
  public IdentContext ident(){
    return getRuleContext(IdentContext.class,0);
  }
  public TerminalNode T_EQUAL(){
    return getToken(HiveSqlParser.T_EQUAL,0);
  }
  public ExprContext expr(){
    return getRuleContext(ExprContext.class,0);
  }
  public TerminalNode T_COLON(){
    return getToken(HiveSqlParser.T_COLON,0);
  }
  public TerminalNode T_OPEN_P(){
    return getToken(HiveSqlParser.T_OPEN_P,0);
  }
  public TerminalNode T_CLOSE_P(){
    return getToken(HiveSqlParser.T_CLOSE_P,0);
  }
  public Assignment_stmt_single_itemContext(  ParserRuleContext parent,  int invokingState){
    super(parent,invokingState);
  }
  @Override public int getRuleIndex(){
    return RULE_assignment_stmt_single_item;
  }
  @Override public void enterRule(  ParseTreeListener listener){
    if (listener instanceof HiveSqlListener)     ((HiveSqlListener)listener).enterAssignment_stmt_single_item(this);
  }
  @Override public void exitRule(  ParseTreeListener listener){
    if (listener instanceof HiveSqlListener)     ((HiveSqlListener)listener).exitAssignment_stmt_single_item(this);
  }
  @Override public <T>T accept(  ParseTreeVisitor<? extends T> visitor){
    if (visitor instanceof HiveSqlVisitor)     return ((HiveSqlVisitor<? extends T>)visitor).visitAssignment_stmt_single_item(this);
 else     return visitor.visitChildren(this);
  }
}",0,Clean Code
"/** 
 * 登录用户访问
 */
@RestController @RequestMapping(""/user/"") public class UserController {
  @Autowired private SysUserService sysUserService;
  @Autowired private UserService userService;
  @Autowired private SysShortcutMenuService sysShortcutMenuService;
  @GetMapping(""userinfo"") public ModelAndView userinfo(){
    SysUserVo sysUserVo=sysUserService.findByLoginName(SecurityUtil.getLoginUser().getUsername()).getData();
    sysUserVo.setPassword(null);
    return new ModelAndView(""user/userinfo"",""user"",sysUserVo);
  }
  @GetMapping(""shortcMenu"") public ModelAndView shortcMenu(){
    return new ModelAndView(""user/shortcmenu"");
  }
  /** 
 * 修改密码
 */
  @PostMapping(""updatePassword"") @Decrypt @Encrypt public Result<SysUserVo> updatePassword(  SysUserVo sysUserVo){
    return userService.updatePassword(sysUserVo.getOldPassword(),sysUserVo.getNewPassword());
  }
  /** 
 * 修改部分用户属性
 */
  @PostMapping(""updateUser"") @Decrypt @Encrypt public Result<SysUserVo> updateUser(  SysUserVo sysUserVo){
    return userService.updateUser(sysUserVo);
  }
  /** 
 * 分层级
 */
  @PostMapping(""shortcutMenuListByTier"") @Decrypt @Encrypt public Result<List<SysShortcutMenuVo>> shortcutMenuListByTier(){
    SysUserVo sysUserVo=sysUserService.findByLoginName(SecurityUtil.getLoginUser().getUsername()).getData();
    return sysShortcutMenuService.findByUserId(sysUserVo.getUserId());
  }
  /** 
 * 保存
 */
  @PostMapping(""shortcutMenuSave"") @Decrypt @Encrypt public Result<SysShortcutMenuVo> shortcutMenuSave(  SysShortcutMenuVo sysShortcutMenuVo){
    SysUserVo sysUserVo=sysUserService.findByLoginName(SecurityUtil.getLoginUser().getUsername()).getData();
    sysShortcutMenuVo.setUserId(sysUserVo.getUserId());
    return sysShortcutMenuService.save(sysShortcutMenuVo);
  }
  @DeleteMapping(""shortcutMenuDelete/{id}"") public Result<String> shortcutMenuDelete(  @PathVariable(""id"") String id){
    SysUserVo sysUserVo=sysUserService.findByLoginName(SecurityUtil.getLoginUser().getUsername()).getData();
    SysShortcutMenuVo sysShortcutMenuVo=new SysShortcutMenuVo();
    sysShortcutMenuVo.setUserId(sysUserVo.getUserId());
    List<SysShortcutMenuVo> sysShortcutMenuVoList=sysShortcutMenuService.list(sysShortcutMenuVo).getData();
    boolean flag=false;
    for (    SysShortcutMenuVo shortcutMenuVo : sysShortcutMenuVoList) {
      if (shortcutMenuVo.getShortcutMenuId().equals(id)) {
        flag=true;
        break;
      }
    }
    if (flag) {
      return sysShortcutMenuService.delete(id);
    }
 else {
      return Result.of(null,false,""请不要删除别人个性菜单！"");
    }
  }
}
",0,Clean Code
"/** 
 * 瀹炰綋绫 - 娴嬭瘯鐢
 */
public class Person {
  private Integer id;
  private String name;
  private Integer age;
  public Person(){
    System.out.println(""鏃犲弬鏁版瀯閫犲嚱鏁拌璋冪敤"");
  }
  public Person(  Integer id,  String name,  Integer age){
    this.id=id;
    this.name=name;
    this.age=age;
    System.out.println(""鏈夊弬鏁版瀯閫犲嚱鏁拌璋冪敤"");
  }
  public Integer getId(){
    return id;
  }
  public void setId(  Integer id){
    this.id=id;
  }
  public String getName(){
    System.out.println(""getName鏂规硶琚皟鐢"");
    return name;
  }
  public void setName(  String name){
    System.out.println(""setName鏂规硶琚皟鐢"");
    this.name=name;
  }
  public Integer getAge(){
    return age;
  }
  public void setAge(  Integer age){
    this.age=age;
  }
}
",1,Code Smell
