text,label,text_label
"/** 
 * 快递公司 Service 实现类
 * @author jason
 */
@Service @Validated public class DeliveryExpressServiceImpl implements DeliveryExpressService {
  @Resource private DeliveryExpressMapper deliveryExpressMapper;
  @Override public Long createDeliveryExpress(  DeliveryExpressCreateReqVO createReqVO){
    validateExpressCodeUnique(createReqVO.getCode(),null);
    DeliveryExpressDO deliveryExpress=DeliveryExpressConvert.INSTANCE.convert(createReqVO);
    deliveryExpressMapper.insert(deliveryExpress);
    return deliveryExpress.getId();
  }
  @Override public void updateDeliveryExpress(  DeliveryExpressUpdateReqVO updateReqVO){
    validateDeliveryExpressExists(updateReqVO.getId());
    validateExpressCodeUnique(updateReqVO.getCode(),updateReqVO.getId());
    DeliveryExpressDO updateObj=DeliveryExpressConvert.INSTANCE.convert(updateReqVO);
    deliveryExpressMapper.updateById(updateObj);
  }
  @Override public void deleteDeliveryExpress(  Long id){
    validateDeliveryExpressExists(id);
    deliveryExpressMapper.deleteById(id);
  }
  private void validateExpressCodeUnique(  String code,  Long id){
    DeliveryExpressDO express=deliveryExpressMapper.selectByCode(code);
    if (express == null) {
      return;
    }
    if (id == null) {
      throw exception(EXPRESS_CODE_DUPLICATE);
    }
    if (!express.getId().equals(id)) {
      throw exception(EXPRESS_CODE_DUPLICATE);
    }
  }
  private void validateDeliveryExpressExists(  Long id){
    if (deliveryExpressMapper.selectById(id) == null) {
      throw exception(EXPRESS_NOT_EXISTS);
    }
  }
  @Override public DeliveryExpressDO getDeliveryExpress(  Long id){
    return deliveryExpressMapper.selectById(id);
  }
  @Override public DeliveryExpressDO validateDeliveryExpress(  Long id){
    DeliveryExpressDO deliveryExpress=deliveryExpressMapper.selectById(id);
    if (deliveryExpress == null) {
      throw exception(EXPRESS_NOT_EXISTS);
    }
    if (deliveryExpress.getStatus().equals(CommonStatusEnum.DISABLE.getStatus())) {
      throw exception(EXPRESS_STATUS_NOT_ENABLE);
    }
    return deliveryExpress;
  }
  @Override public PageResult<DeliveryExpressDO> getDeliveryExpressPage(  DeliveryExpressPageReqVO pageReqVO){
    return deliveryExpressMapper.selectPage(pageReqVO);
  }
  @Override public List<DeliveryExpressDO> getDeliveryExpressList(  DeliveryExpressExportReqVO exportReqVO){
    return deliveryExpressMapper.selectList(exportReqVO);
  }
  @Override public List<DeliveryExpressDO> getDeliveryExpressListByStatus(  Integer status){
    return deliveryExpressMapper.selectListByStatus(status);
  }
}
",0,Clean Code
"/** 
 * 进行词频统计
 */
public class CountBolt extends BaseRichBolt {
  private Map<String,Integer> counts=new HashMap<>();
  private OutputCollector collector;
  @Override public void prepare(  Map stormConf,  TopologyContext context,  OutputCollector collector){
    this.collector=collector;
  }
  @Override public void execute(  Tuple input){
    String word=input.getStringByField(""word"");
    Integer count=counts.get(word);
    if (count == null) {
      count=0;
    }
    count++;
    counts.put(word,count);
    collector.emit(new Values(word,String.valueOf(count)));
  }
  @Override public void declareOutputFields(  OutputFieldsDeclarer declarer){
    declarer.declare(new Fields(""word"",""count""));
  }
}
/** 
 * 进行词频统计
 */
public class CountBolt extends BaseRichBolt {
  private Map<String,Integer> counts=new HashMap<>();
  private OutputCollector collector;
  @Override public void prepare(  Map stormConf,  TopologyContext context,  OutputCollector collector){
    this.collector=collector;
  }
  @Override public void execute(  Tuple input){
    String word=input.getStringByField(""word"");
    Integer count=counts.get(word);
    if (count == null) {
      count=0;
    }
    count++;
    counts.put(word,count);
    collector.emit(new Values(word,String.valueOf(count)));
  }
  @Override public void declareOutputFields(  OutputFieldsDeclarer declarer){
    declarer.declare(new Fields(""word"",""count""));
  }
}
",0,Clean Code
"/** 
 * Parser for lists of methods in a class file.
 */
final class MethodListParser extends MemberListParser {
  /** 
 * {@code non-null;} list in progress 
 */
  final private StdMethodList methods;
  /** 
 * Constructs an instance.
 * @param cf {@code non-null;} the class file to parse from
 * @param definer {@code non-null;} class being defined
 * @param offset offset in {@code bytes} to the start of the list
 * @param attributeFactory {@code non-null;} attribute factory to use
 */
  public MethodListParser(  DirectClassFile cf,  CstType definer,  int offset,  AttributeFactory attributeFactory){
    super(cf,definer,offset,attributeFactory);
    methods=new StdMethodList(getCount());
  }
  /** 
 * Gets the parsed list.
 * @return {@code non-null;} the parsed list
 */
  public StdMethodList getList(){
    parseIfNecessary();
    return methods;
  }
  /** 
 * {@inheritDoc} 
 */
  @Override protected String humanName(){
    return ""method"";
  }
  /** 
 * {@inheritDoc} 
 */
  @Override protected String humanAccessFlags(  int accessFlags){
    return AccessFlags.methodString(accessFlags);
  }
  /** 
 * {@inheritDoc} 
 */
  @Override protected int getAttributeContext(){
    return AttributeFactory.CTX_METHOD;
  }
  /** 
 * {@inheritDoc} 
 */
  @Override protected Member set(  int n,  int accessFlags,  CstNat nat,  AttributeList attributes){
    StdMethod meth=new StdMethod(getDefiner(),accessFlags,nat,attributes);
    methods.set(n,meth);
    return meth;
  }
}
",0,Clean Code
"public class NumberValueBean {
  private int value1;
  private int value2;
  private long value3;
  private long value4;
  private float value5;
  private float value6;
  private double value7;
  private double value8;
  private double value9;
  private double value10;
  private double value11;
  private double value12;
  private double value13;
  private double value14;
  public int getValue1(){
    return value1;
  }
  public void setValue1(  int value1){
    this.value1=value1;
  }
  public int getValue2(){
    return value2;
  }
  public void setValue2(  int value2){
    this.value2=value2;
  }
  public long getValue3(){
    return value3;
  }
  public void setValue3(  long value3){
    this.value3=value3;
  }
  public long getValue4(){
    return value4;
  }
  public void setValue4(  long value4){
    this.value4=value4;
  }
  public float getValue5(){
    return value5;
  }
  public float getValue6(){
    return value6;
  }
  public double getValue7(){
    return value7;
  }
  public double getValue8(){
    return value8;
  }
  public void setValue5(  float value5){
    this.value5=value5;
  }
  public void setValue6(  float value6){
    this.value6=value6;
  }
  public void setValue7(  double value7){
    this.value7=value7;
  }
  public void setValue8(  double value8){
    this.value8=value8;
  }
  public double getValue9(){
    return value9;
  }
  public void setValue9(  double value9){
    this.value9=value9;
  }
  public double getValue10(){
    return value10;
  }
  public void setValue10(  double value10){
    this.value10=value10;
  }
  public double getValue11(){
    return value11;
  }
  public void setValue11(  double value11){
    this.value11=value11;
  }
  public double getValue12(){
    return value12;
  }
  public void setValue12(  double value12){
    this.value12=value12;
  }
  public double getValue13(){
    return value13;
  }
  public void setValue13(  double value13){
    this.value13=value13;
  }
  public double getValue14(){
    return value14;
  }
  public void setValue14(  double value14){
    this.value14=value14;
  }
}",1,Code Smell
"public static class NET_DVR_NETAPPCFG extends Structure {
  public int dwSize;
  public byte[] sDNSIp=new byte[16];
  public NET_DVR_NTPPARA struNtpClientParam;
  public NET_DVR_DDNSPARA struDDNSClientParam;
  public byte[] res=new byte[464];
}",1,Code Smell
"/** 
 * @author 251589
 * @version V1.0
 * @Description :
 * @date 2020/12/9 19:43
 */
public class NET_OUT_GETFACEEIGEN_INFO extends NetSDKLib.SdkStructure {
  public int dwSize;
  public int nInFaceEigenLen;
  public int nOutFaceEigenLen;
  public String pszFaceEigen;
  public NET_OUT_GETFACEEIGEN_INFO(){
    dwSize=this.size();
  }
}",1,Code Smell
"public static class ScheduleDatePickerColors {
  public final int textColor;
  public final int backgroundColor;
  public final int iconColor;
  public final int iconSelectorColor;
  public final int subMenuTextColor;
  public final int subMenuBackgroundColor;
  public final int subMenuSelectorColor;
  public final int buttonTextColor;
  public final int buttonBackgroundColor;
  public final int buttonBackgroundPressedColor;
  private ScheduleDatePickerColors(){
    this(null);
  }
  private ScheduleDatePickerColors(  Theme.ResourcesProvider rp){
    this(rp != null ? rp.getColorOrDefault(Theme.key_dialogTextBlack) : Theme.getColor(Theme.key_dialogTextBlack),rp != null ? rp.getColorOrDefault(Theme.key_dialogBackground) : Theme.getColor(Theme.key_dialogBackground),rp != null ? rp.getColorOrDefault(Theme.key_sheet_other) : Theme.getColor(Theme.key_sheet_other),rp != null ? rp.getColorOrDefault(Theme.key_player_actionBarSelector) : Theme.getColor(Theme.key_player_actionBarSelector),rp != null ? rp.getColorOrDefault(Theme.key_actionBarDefaultSubmenuItem) : Theme.getColor(Theme.key_actionBarDefaultSubmenuItem),rp != null ? rp.getColorOrDefault(Theme.key_actionBarDefaultSubmenuBackground) : Theme.getColor(Theme.key_actionBarDefaultSubmenuBackground),rp != null ? rp.getColorOrDefault(Theme.key_listSelector) : Theme.getColor(Theme.key_listSelector),rp != null ? rp.getColorOrDefault(Theme.key_featuredStickers_buttonText) : Theme.getColor(Theme.key_featuredStickers_buttonText),rp != null ? rp.getColorOrDefault(Theme.key_featuredStickers_addButton) : Theme.getColor(Theme.key_featuredStickers_addButton),rp != null ? rp.getColorOrDefault(Theme.key_featuredStickers_addButtonPressed) : Theme.getColor(Theme.key_featuredStickers_addButtonPressed));
  }
  public ScheduleDatePickerColors(  int textColor,  int backgroundColor,  int iconColor,  int iconSelectorColor,  int subMenuTextColor,  int subMenuBackgroundColor,  int subMenuSelectorColor){
    this(textColor,backgroundColor,iconColor,iconSelectorColor,subMenuTextColor,subMenuBackgroundColor,subMenuSelectorColor,Theme.getColor(Theme.key_featuredStickers_buttonText),Theme.getColor(Theme.key_featuredStickers_addButton),Theme.getColor(Theme.key_featuredStickers_addButtonPressed));
  }
  public ScheduleDatePickerColors(  int textColor,  int backgroundColor,  int iconColor,  int iconSelectorColor,  int subMenuTextColor,  int subMenuBackgroundColor,  int subMenuSelectorColor,  int buttonTextColor,  int buttonBackgroundColor,  int buttonBackgroundPressedColor){
    this.textColor=textColor;
    this.backgroundColor=backgroundColor;
    this.iconColor=iconColor;
    this.iconSelectorColor=iconSelectorColor;
    this.subMenuTextColor=subMenuTextColor;
    this.subMenuBackgroundColor=subMenuBackgroundColor;
    this.subMenuSelectorColor=subMenuSelectorColor;
    this.buttonTextColor=buttonTextColor;
    this.buttonBackgroundColor=buttonBackgroundColor;
    this.buttonBackgroundPressedColor=buttonBackgroundPressedColor;
  }
}
",1,Code Smell
"public class PicturePasterItemAdapter extends BaseAdapter {
  private final Context mContext;
  private final PicturePasterInfo mPasterInfo;
  private final int mPasterTypeIndex;
  private final TUIMultimediaData<ItemPosition> mTuiDataSelectedItem;
  public PicturePasterItemAdapter(  Context context,  PicturePasterInfo pasterInfo,  int pasterTypeIndex,  TUIMultimediaData<ItemPosition> tuiDataSelectedItem){
    mContext=context;
    mPasterInfo=pasterInfo;
    mPasterTypeIndex=pasterTypeIndex;
    mTuiDataSelectedItem=tuiDataSelectedItem;
  }
  @Override public int getCount(){
    PicturePasterType typeInfo=mPasterInfo.getPasterType(mPasterTypeIndex);
    if (typeInfo != null) {
      return typeInfo.getItemSize();
    }
    return 0;
  }
  @Override public Object getItem(  int position){
    return null;
  }
  @Override public long getItemId(  int position){
    return position;
  }
  @Override public View getView(  final int position,  View convertView,  ViewGroup parent){
    final ViewHolder holder;
    if (convertView == null) {
      convertView=LayoutInflater.from(mContext).inflate(R.layout.multimedia_plugin_edit_picture_paster_item_view,parent,false);
      holder=new ViewHolder(convertView);
      convertView.setTag(holder);
    }
 else {
      holder=(ViewHolder)convertView.getTag();
    }
    if (position >= 0) {
      PicturePasterItem pasterItem=mPasterInfo.getPasterItem(new ItemPosition(mPasterTypeIndex,position));
      Bitmap bitmap=pasterItem != null ? pasterItem.getPasterIcon() : null;
      if (bitmap != null && !bitmap.isRecycled()) {
        holder.icon.setImageBitmap(bitmap);
      }
    }
    convertView.setOnClickListener(v -> mTuiDataSelectedItem.set(new ItemPosition(mPasterTypeIndex,position)));
    return convertView;
  }
public static class ViewHolder extends RecyclerView.ViewHolder {
    private final ImageView icon;
    public ViewHolder(    View itemView){
      super(itemView);
      icon=itemView.findViewById(R.id.paster_iv_icon);
    }
  }
}
",0,Clean Code
"@JSONCompiled public static class Bean8 {
  public Integer v1;
  public Integer v2;
  public Integer v3;
  public Integer v4;
  public Integer v5;
  public Integer v6;
  public Integer v7;
  public Integer v8;
}",1,Code Smell
"@Table(""tb_article"") public class Article {
  @Id(keyType=KeyType.Auto) private Long id;
  @Id(keyType=KeyType.Generator,value=""uuid"") private String uuid;
  private Long accountId;
  private String title;
  @Column(isLarge=true) private String content;
  @Column(onInsertValue=""now()"") private Date created;
  @Column(onUpdateValue=""now()"",onInsertValue=""now()"") private Date modified;
  @Column(isLogicDelete=true) private Boolean isDelete;
  @Column(version=true) private Long version;
  private Account account;
  public Long getId(){
    return id;
  }
  public void setId(  Long id){
    this.id=id;
  }
  public String getUuid(){
    return uuid;
  }
  public void setUuid(  String uuid){
    this.uuid=uuid;
  }
  public Long getAccountId(){
    return accountId;
  }
  public void setAccountId(  Long accountId){
    this.accountId=accountId;
  }
  public String getTitle(){
    return title;
  }
  public void setTitle(  String title){
    this.title=title;
  }
  public String getContent(){
    return content;
  }
  public void setContent(  String content){
    this.content=content;
  }
  public Date getCreated(){
    return created;
  }
  public void setCreated(  Date created){
    this.created=created;
  }
  public Date getModified(){
    return modified;
  }
  public void setModified(  Date modified){
    this.modified=modified;
  }
  public Boolean getDelete(){
    return isDelete;
  }
  public void setDelete(  Boolean delete){
    isDelete=delete;
  }
  public Long getVersion(){
    return version;
  }
  public void setVersion(  Long version){
    this.version=version;
  }
  public Account getAccount(){
    return account;
  }
  public void setAccount(  Account account){
    this.account=account;
  }
}
",1,Code Smell
